timestamp,transaction_id,customer_id,merchant_id,amount,channel,location
2025-05-23T05:41:00.000Z,1038,100,503,141.31,bank_transfer,Gweru
2025-05-16T01:51:00.000Z,1039,105,504,185.83,pos,Marondera
2025-05-14T02:24:00.000Z,1040,103,501,184.33,card,Marondera
2025-06-13T12:56:00.000Z,1041,102,504,344.11,pos,Bulawayo
2025-06-03T00:57:00.000Z,1042,109,501,189.0,mobile_money,Harare
2025-06-24T23:15:00.000Z,1043,129,501,26.06,pos,Harare
2025-05-04T05:22:00.000Z,1044,107,503,192.95,mobile_money,Bulawayo
2025-06-06T21:21:00.000Z,1045,108,503,74.09,card,Mutare
2025-06-22T04:12:00.000Z,1046,126,501,190.51,mobile_money,Mutare
2025-05-16T00:10:00.000Z,1047,127,504,309.37,mobile_money,Gweru
2025-06-13T10:24:00.000Z,1048,109,501,55.67,mobile_money,Mutare
2025-06-10T00:24:00.000Z,1049,127,503,226.47,mobile_money,Bulawayo
2025-06-15T15:46:00.000Z,1050,106,502,151.01,bank_transfer,Marondera
2025-05-26T17:49:00.000Z,1051,100,501,6.77,bank_transfer,Gweru
2025-06-28T15:53:00.000Z,1052,121,502,233.97,card,Mutare
2025-05-28T10:02:00.000Z,1053,106,503,258.17,bank_transfer,Mutare
2025-06-15T18:45:00.000Z,1054,102,501,290.57,pos,Gweru
2025-06-04T14:35:00.000Z,1055,111,501,248.71,mobile_money,Bulawayo
2025-06-01T15:57:00.000Z,1056,112,504,139.46,pos,Gweru
2025-06-28T01:46:00.000Z,1057,109,504,25.16,mobile_money,Harare
2025-06-02T18:09:00.000Z,1058,112,501,357.31,pos,Victoria Falls
2025-05-31T17:44:00.000Z,1059,103,503,252.09,bank_transfer,Gweru
2025-05-01T21:19:00.000Z,1060,106,504,125.56,card,Gweru
2025-05-22T17:19:00.000Z,1061,129,501,300.38,mobile_money,Gweru
2025-05-30T11:39:00.000Z,1062,104,503,147.67,card,Bulawayo
2025-06-10T18:26:00.000Z,1063,105,502,355.86,card,Bulawayo
2025-06-03T12:05:00.000Z,1064,129,504,216.63,card,Harare
2025-05-16T00:23:00.000Z,1065,128,502,137.78,card,Harare
2025-05-24T03:09:00.000Z,1066,114,501,367.3,mobile_money,Harare
2025-05-22T08:47:00.000Z,1067,105,504,206.47,pos,Harare
2025-06-29T16:50:00.000Z,1068,114,502,237.6,mobile_money,Bulawayo
2025-05-14T04:22:00.000Z,1069,118,502,352.62,pos,Harare
2025-06-24T09:41:00.000Z,1070,114,502,12.66,mobile_money,Gweru
2025-06-29T08:34:00.000Z,1071,108,504,30.21,pos,Victoria Falls
2025-05-14T07:52:00.000Z,1072,115,503,6.52,bank_transfer,Harare
2025-06-19T14:54:00.000Z,1073,114,504,23.93,mobile_money,Victoria Falls
2025-06-29T23:35:00.000Z,1074,125,501,180.36,pos,Victoria Falls
2025-05-18T19:10:00.000Z,1075,112,501,349.43,mobile_money,Harare
2025-06-23T04:38:00.000Z,1076,112,503,544.94,card,Mutare
2025-05-19T01:45:00.000Z,1077,122,504,14.9,mobile_money,Gweru
2025-06-17T01:49:00.000Z,1078,110,502,130.83,card,Mutare
2025-06-06T13:47:00.000Z,1079,121,503,479.54,pos,Bulawayo
2025-06-19T07:26:00.000Z,1080,104,504,115.86,mobile_money,Marondera
2025-05-17T16:28:00.000Z,1081,103,503,245.87,bank_transfer,Harare
2025-06-18T20:29:00.000Z,1082,129,501,398.18,mobile_money,Gweru
2025-06-11T23:17:00.000Z,1083,126,502,327.73,mobile_money,Victoria Falls
2025-06-22T01:42:00.000Z,1084,129,504,164.42,bank_transfer,Victoria Falls
2025-06-08T08:39:00.000Z,1085,120,504,232.55,mobile_money,Marondera
2025-05-13T00:08:00.000Z,1086,123,503,239.05,bank_transfer,Harare
2025-05-29T12:15:00.000Z,1087,120,502,13.31,pos,Victoria Falls
2025-05-26T09:26:00.000Z,1088,113,501,4.05,bank_transfer,Harare
2025-06-11T01:00:00.000Z,1089,108,503,71.17,bank_transfer,Harare
2025-05-23T09:43:00.000Z,1090,100,504,430.25,card,Victoria Falls
2025-05-09T10:05:00.000Z,1091,108,504,379.73,card,Victoria Falls
2025-06-11T20:56:00.000Z,1092,121,501,529.58,card,Marondera
2025-06-07T13:53:00.000Z,1093,111,501,254.16,bank_transfer,Mutare
2025-06-24T04:31:00.000Z,1094,107,504,275.3,card,Victoria Falls
2025-06-16T16:19:00.000Z,1095,123,502,382.54,card,Mutare
2025-06-02T19:52:00.000Z,1096,108,503,152.34,mobile_money,Victoria Falls
2025-06-21T08:51:00.000Z,1097,121,501,552.96,card,Marondera
2025-06-16T20:25:00.000Z,1098,112,502,308.77,pos,Gweru
2025-05-03T04:49:00.000Z,1099,106,504,209.44,mobile_money,Mutare
2025-05-21T12:29:00.000Z,1100,115,503,28.14,pos,Harare
2025-05-09T11:19:00.000Z,1101,111,503,134.38,pos,Victoria Falls
2025-05-13T10:45:00.000Z,1102,109,501,321.07,card,Victoria Falls
2025-05-26T10:02:00.000Z,1103,124,501,434.98,mobile_money,Bulawayo
2025-06-16T03:29:00.000Z,1104,103,502,190.95,mobile_money,Victoria Falls
2025-05-13T06:13:00.000Z,1105,112,502,249.87,pos,Gweru
2025-06-07T11:17:00.000Z,1106,102,502,308.86,card,Gweru
2025-05-30T05:40:00.000Z,1107,106,503,8.1,pos,Mutare
2025-06-14T06:36:00.000Z,1108,101,504,226.21,bank_transfer,Victoria Falls
2025-05-01T09:31:00.000Z,1109,114,501,220.37,bank_transfer,Gweru
2025-06-18T08:54:00.000Z,1110,103,501,332.16,card,Gweru
2025-06-29T22:17:00.000Z,1111,113,502,110.31,bank_transfer,Harare
2025-06-02T09:12:00.000Z,1112,119,502,33.55,card,Victoria Falls
2025-05-03T23:03:00.000Z,1113,121,504,154.99,card,Gweru
2025-05-25T13:33:00.000Z,1114,129,501,335.08,mobile_money,Bulawayo
2025-05-13T20:04:00.000Z,1115,129,501,303.71,bank_transfer,Harare
2025-05-16T15:28:00.000Z,1116,104,504,324.76,mobile_money,Mutare
2025-06-18T07:55:00.000Z,1117,121,502,99.68,card,Bulawayo
2025-06-04T10:44:00.000Z,1118,122,502,331.14,bank_transfer,Gweru
2025-05-27T03:32:00.000Z,1119,115,502,168.94,pos,Gweru
2025-05-11T02:55:00.000Z,1120,127,502,141.99,bank_transfer,Bulawayo
2025-06-16T13:08:00.000Z,1121,126,503,182.37,card,Gweru
2025-06-02T15:22:00.000Z,1122,128,504,376.33,mobile_money,Marondera
2025-05-28T03:34:00.000Z,1123,115,501,3.9,card,Bulawayo
2025-06-05T22:49:00.000Z,1124,126,504,117.24,bank_transfer,Victoria Falls
2025-06-03T08:34:00.000Z,1125,107,503,317.74,card,Victoria Falls
2025-05-30T08:10:00.000Z,1126,109,503,142.85,mobile_money,Gweru
2025-05-23T01:32:00.000Z,1127,122,503,258.67,pos,Victoria Falls
2025-05-31T00:55:00.000Z,1128,124,501,292.7,bank_transfer,Victoria Falls
2025-05-07T18:15:00.000Z,1129,105,503,287.72,card,Marondera
2025-06-29T22:24:00.000Z,1130,128,504,266.64,card,Victoria Falls
2025-05-12T10:20:00.000Z,1131,109,503,132.02,card,Bulawayo
2025-05-27T23:43:00.000Z,1132,128,501,433.19,mobile_money,Bulawayo
2025-05-25T07:46:00.000Z,1133,125,504,232.43,card,Victoria Falls
2025-05-27T02:38:00.000Z,1134,104,502,276.65,card,Gweru
2025-06-03T04:31:00.000Z,1135,104,502,32.25,card,Mutare
2025-05-23T07:20:00.000Z,1136,125,503,125.74,bank_transfer,Victoria Falls
2025-05-30T07:03:00.000Z,1137,118,501,389.57,card,Bulawayo
2025-05-10T13:24:00.000Z,1138,127,501,119.63,bank_transfer,Marondera
2025-06-12T21:55:00.000Z,1139,125,501,172.28,pos,Harare
2025-06-28T16:40:00.000Z,1140,116,501,34.34,card,Marondera
2025-06-09T20:20:00.000Z,1141,107,504,423.17,pos,Victoria Falls
2025-05-18T23:22:00.000Z,1142,108,503,196.59,mobile_money,Harare
2025-06-05T09:50:00.000Z,1143,125,502,352.59,pos,Gweru
2025-06-23T20:55:00.000Z,1144,106,504,85.4,bank_transfer,Harare
2025-06-26T05:15:00.000Z,1145,119,501,311.56,pos,Mutare
2025-05-31T11:51:00.000Z,1146,128,502,260.17,mobile_money,Marondera
2025-05-12T04:12:00.000Z,1147,109,502,87.87,pos,Mutare
2025-06-06T01:51:00.000Z,1148,104,502,122.4,mobile_money,Victoria Falls
2025-06-03T18:27:00.000Z,1149,107,501,2.97,pos,Gweru
2025-05-15T19:29:00.000Z,1150,111,501,250.94,pos,Gweru
2025-05-13T17:56:00.000Z,1151,121,501,265.98,mobile_money,Victoria Falls
2025-05-30T17:12:00.000Z,1152,129,503,341.93,pos,Gweru
2025-05-15T02:35:00.000Z,1153,116,504,14.02,bank_transfer,Bulawayo
2025-05-29T15:43:00.000Z,1154,123,503,325.19,card,Mutare
2025-06-06T05:36:00.000Z,1155,106,504,541.3,bank_transfer,Marondera
2025-06-09T03:38:00.000Z,1156,107,503,41.01,mobile_money,Gweru
2025-06-21T14:05:00.000Z,1157,105,504,16.11,card,Gweru
2025-06-29T13:03:00.000Z,1158,103,503,71.14,card,Gweru
2025-05-22T13:39:00.000Z,1159,119,502,196.2,card,Marondera
2025-06-17T01:05:00.000Z,1160,128,504,175.99,pos,Victoria Falls
2025-06-13T09:23:00.000Z,1161,109,504,167.7,pos,Bulawayo
2025-06-01T07:17:00.000Z,1162,124,504,227.29,card,Harare
2025-06-14T10:36:00.000Z,1163,123,503,243.89,bank_transfer,Mutare
2025-06-11T12:24:00.000Z,1164,123,503,247.33,pos,Mutare
2025-06-17T16:19:00.000Z,1165,100,501,242.04,mobile_money,Gweru
2025-06-16T16:52:00.000Z,1166,129,502,274.54,pos,Harare
2025-05-31T04:53:00.000Z,1167,123,504,389.16,pos,Bulawayo
2025-06-15T09:29:00.000Z,1168,126,503,360.5,card,Victoria Falls
2025-05-31T13:09:00.000Z,1169,103,503,339.53,bank_transfer,Victoria Falls
2025-06-15T02:16:00.000Z,1170,113,502,286.94,pos,Gweru
2025-06-22T11:05:00.000Z,1171,117,501,31.72,pos,Victoria Falls
2025-05-22T03:47:00.000Z,1172,121,501,21.4,pos,Mutare
2025-05-07T19:57:00.000Z,1173,123,503,177.97,bank_transfer,Harare
2025-05-05T08:01:00.000Z,1174,127,502,230.53,pos,Bulawayo
2025-05-08T01:23:00.000Z,1175,108,501,193.97,bank_transfer,Gweru
2025-05-19T02:47:00.000Z,1176,116,501,80.43,bank_transfer,Victoria Falls
2025-05-16T00:22:00.000Z,1177,101,501,96.69,pos,Gweru
2025-05-07T01:29:00.000Z,1178,107,503,340.24,pos,Marondera
2025-05-29T11:37:00.000Z,1179,109,502,152.4,mobile_money,Gweru
2025-06-07T19:03:00.000Z,1180,110,503,133.17,bank_transfer,Mutare
2025-06-07T19:21:00.000Z,1181,108,501,315.69,mobile_money,Bulawayo
2025-06-18T05:44:00.000Z,1182,127,502,324.31,mobile_money,Gweru
2025-05-22T04:38:00.000Z,1183,102,502,105.51,pos,Marondera
2025-05-11T20:29:00.000Z,1184,106,504,319.54,card,Mutare
2025-06-21T07:42:00.000Z,1185,118,504,56.62,mobile_money,Marondera
2025-06-17T23:19:00.000Z,1186,118,502,23.05,mobile_money,Victoria Falls
2025-05-07T02:16:00.000Z,1187,116,502,199.05,bank_transfer,Bulawayo
2025-05-31T12:39:00.000Z,1188,122,504,190.08,mobile_money,Victoria Falls
2025-05-30T05:18:00.000Z,1189,115,501,15.26,mobile_money,Bulawayo
2025-05-04T02:35:00.000Z,1190,118,501,269.92,pos,Marondera
2025-06-15T01:28:00.000Z,1191,123,501,195.28,bank_transfer,Victoria Falls
2025-05-12T04:29:00.000Z,1192,110,502,176.55,card,Harare
2025-05-29T21:50:00.000Z,1193,104,502,203.96,bank_transfer,Gweru
2025-05-04T07:02:00.000Z,1194,104,502,228.43,pos,Harare
2025-05-27T20:14:00.000Z,1195,113,501,407.02,pos,Gweru
2025-05-23T18:01:00.000Z,1196,108,503,180.36,bank_transfer,Gweru
2025-06-27T19:35:00.000Z,1197,102,502,153.92,card,Harare
2025-05-27T01:13:00.000Z,1198,109,504,235.36,mobile_money,Mutare
2025-05-09T08:10:00.000Z,1199,120,503,32.23,pos,Victoria Falls
2025-06-12T20:17:00.000Z,1200,121,504,347.57,card,Victoria Falls
2025-05-12T15:36:00.000Z,1201,121,504,297.24,pos,Gweru
2025-06-09T16:39:00.000Z,1202,108,504,238.03,mobile_money,Bulawayo
2025-05-28T13:49:00.000Z,1203,120,502,188.21,mobile_money,Marondera
2025-05-04T09:41:00.000Z,1204,114,504,194.01,card,Mutare
2025-05-03T06:53:00.000Z,1205,120,503,140.67,mobile_money,Marondera
2025-05-20T20:38:00.000Z,1206,105,502,264.36,card,Mutare
2025-06-26T22:29:00.000Z,1207,114,501,199.92,card,Victoria Falls
2025-05-08T09:15:00.000Z,1208,102,502,212.32,card,Gweru
2025-05-23T19:12:00.000Z,1209,100,503,54.92,pos,Gweru
2025-06-03T19:55:00.000Z,1210,115,503,228.91,card,Bulawayo
2025-05-09T09:34:00.000Z,1211,116,502,180.66,card,Gweru
2025-06-02T05:24:00.000Z,1212,129,504,277.51,card,Victoria Falls
2025-06-21T02:59:00.000Z,1213,108,504,91.9,bank_transfer,Victoria Falls
2025-05-04T16:56:00.000Z,1214,112,501,239.26,bank_transfer,Marondera
2025-06-16T13:25:00.000Z,1215,128,502,235.13,mobile_money,Mutare
2025-05-26T14:01:00.000Z,1216,102,503,11.93,bank_transfer,Gweru
2025-06-17T11:17:00.000Z,1217,119,502,180.54,card,Gweru
2025-05-10T22:53:00.000Z,1218,124,502,155.01,bank_transfer,Bulawayo
2025-05-18T19:24:00.000Z,1219,122,501,126.05,pos,Gweru
2025-05-10T09:52:00.000Z,1220,125,502,232.96,bank_transfer,Victoria Falls
2025-06-12T12:03:00.000Z,1221,112,503,139.18,card,Bulawayo
2025-06-11T16:07:00.000Z,1222,125,504,22.41,pos,Marondera
2025-05-02T05:34:00.000Z,1223,128,501,308.51,bank_transfer,Mutare
2025-06-28T03:13:00.000Z,1224,113,502,180.23,pos,Victoria Falls
2025-06-27T04:08:00.000Z,1225,106,504,298.46,pos,Mutare
2025-06-01T22:27:00.000Z,1226,125,501,295.78,bank_transfer,Gweru
2025-06-03T21:46:00.000Z,1227,123,502,166.08,pos,Gweru
2025-05-28T21:47:00.000Z,1228,114,503,15.51,bank_transfer,Harare
2025-06-29T07:07:00.000Z,1229,129,502,139.16,card,Bulawayo
2025-05-09T01:33:00.000Z,1230,116,501,256.89,card,Marondera
2025-05-24T02:29:00.000Z,1231,129,502,110.76,pos,Mutare
2025-06-12T15:35:00.000Z,1232,101,501,68.73,pos,Marondera
2025-05-17T10:50:00.000Z,1233,126,502,171.92,mobile_money,Victoria Falls
2025-05-22T13:00:00.000Z,1234,128,504,19.78,bank_transfer,Gweru
2025-06-20T08:35:00.000Z,1235,127,501,349.53,card,Gweru
2025-05-12T12:48:00.000Z,1236,111,504,393.16,card,Victoria Falls
2025-06-09T20:58:00.000Z,1237,117,501,31.03,bank_transfer,Gweru
2025-05-15T08:51:00.000Z,1238,123,503,63.6,pos,Victoria Falls
2025-05-10T23:23:00.000Z,1239,117,503,16.63,mobile_money,Victoria Falls
2025-06-02T04:08:00.000Z,1240,102,503,146.75,bank_transfer,Marondera
2025-06-02T00:59:00.000Z,1241,117,503,11.95,card,Victoria Falls
2025-06-18T22:02:00.000Z,1242,105,503,337.26,pos,Marondera
2025-05-10T15:55:00.000Z,1243,100,501,67.82,mobile_money,Bulawayo
2025-06-23T03:58:00.000Z,1244,106,501,20.86,card,Bulawayo
2025-05-31T07:40:00.000Z,1245,108,502,257.83,pos,Mutare
2025-05-07T04:30:00.000Z,1246,102,504,18.48,bank_transfer,Marondera
2025-06-04T13:57:00.000Z,1247,112,503,116.86,card,Gweru
2025-06-27T19:26:00.000Z,1248,107,502,163.17,card,Mutare
2025-06-10T13:04:00.000Z,1249,124,503,74.81,pos,Victoria Falls
2025-05-15T12:38:00.000Z,1250,103,503,39.69,card,Harare
2025-05-30T02:15:00.000Z,1251,119,501,5.66,card,Bulawayo
2025-06-24T22:06:00.000Z,1252,122,502,16.48,pos,Harare
2025-06-07T08:52:00.000Z,1253,108,502,319.88,card,Bulawayo
2025-05-09T15:37:00.000Z,1254,111,501,199.31,pos,Harare
2025-06-26T01:13:00.000Z,1255,112,501,200.23,card,Mutare
2025-06-01T14:23:00.000Z,1256,104,501,299.72,bank_transfer,Bulawayo
2025-05-16T13:39:00.000Z,1257,112,503,147.92,mobile_money,Harare
2025-06-11T18:37:00.000Z,1258,120,503,33.74,bank_transfer,Marondera
2025-05-20T13:15:00.000Z,1259,118,502,396.91,card,Gweru
2025-06-27T21:03:00.000Z,1260,126,504,274.8,card,Victoria Falls
2025-06-20T00:38:00.000Z,1261,110,504,291.69,mobile_money,Bulawayo
2025-05-23T04:34:00.000Z,1262,128,502,331.5,pos,Victoria Falls
2025-05-25T09:16:00.000Z,1263,112,501,373.16,mobile_money,Victoria Falls
2025-06-07T20:26:00.000Z,1264,119,504,54.44,card,Harare
2025-05-09T15:05:00.000Z,1265,122,504,273.96,mobile_money,Marondera
2025-05-02T22:56:00.000Z,1266,112,501,27.48,mobile_money,Victoria Falls
2025-06-15T13:41:00.000Z,1267,115,504,50.42,bank_transfer,Marondera
2025-05-11T18:39:00.000Z,1268,101,501,627.21,mobile_money,Mutare
2025-05-29T03:50:00.000Z,1269,121,501,53.57,bank_transfer,Victoria Falls
2025-06-18T10:33:00.000Z,1270,117,502,391.19,pos,Marondera
2025-06-08T20:44:00.000Z,1271,100,501,300.55,bank_transfer,Gweru
2025-06-10T13:25:00.000Z,1272,100,504,156.97,bank_transfer,Mutare
2025-05-28T06:14:00.000Z,1273,106,504,52.5,pos,Harare
2025-06-12T23:46:00.000Z,1274,108,501,274.0,mobile_money,Harare
2025-05-08T06:48:00.000Z,1275,126,501,119.81,pos,Bulawayo
2025-05-09T22:04:00.000Z,1276,124,501,43.13,bank_transfer,Bulawayo
2025-05-07T12:43:00.000Z,1277,116,504,233.29,pos,Marondera
2025-06-22T11:42:00.000Z,1278,128,502,230.52,mobile_money,Harare
2025-05-16T12:00:00.000Z,1279,114,503,148.5,pos,Mutare
2025-06-23T09:45:00.000Z,1280,107,501,227.67,bank_transfer,Marondera
2025-05-21T15:20:00.000Z,1281,113,501,316.28,mobile_money,Bulawayo
2025-06-20T09:12:00.000Z,1282,105,502,342.79,bank_transfer,Bulawayo
2025-05-03T02:07:00.000Z,1283,127,501,64.42,card,Harare
2025-06-04T09:13:00.000Z,1284,126,504,372.21,bank_transfer,Mutare
2025-05-02T17:49:00.000Z,1285,108,503,339.11,bank_transfer,Bulawayo
2025-06-21T18:50:00.000Z,1286,103,503,260.78,mobile_money,Gweru
2025-06-09T15:30:00.000Z,1287,102,501,39.82,mobile_money,Bulawayo
2025-05-27T18:43:00.000Z,1288,112,503,324.7,mobile_money,Bulawayo
2025-06-06T18:52:00.000Z,1289,120,501,422.01,mobile_money,Marondera
2025-05-19T22:50:00.000Z,1290,117,504,180.55,bank_transfer,Victoria Falls
2025-06-11T05:04:00.000Z,1291,104,502,26.31,pos,Bulawayo
2025-06-02T21:18:00.000Z,1292,121,503,419.69,bank_transfer,Marondera
2025-05-07T10:10:00.000Z,1293,116,502,4.42,bank_transfer,Victoria Falls
2025-05-13T01:58:00.000Z,1294,101,501,417.22,bank_transfer,Marondera
2025-06-14T09:14:00.000Z,1295,111,504,17.78,bank_transfer,Harare
2025-06-16T01:03:00.000Z,1296,109,504,446.24,pos,Gweru
2025-05-16T12:06:00.000Z,1297,107,504,117.09,card,Bulawayo
2025-05-13T11:18:00.000Z,1298,123,503,206.04,pos,Harare
2025-05-12T11:12:00.000Z,1299,116,501,384.52,card,Gweru
2025-06-18T15:30:00.000Z,1300,114,501,378.9,pos,Harare
2025-06-05T02:45:00.000Z,1301,103,503,149.64,mobile_money,Marondera
2025-05-18T23:52:00.000Z,1302,122,501,215.9,mobile_money,Harare
2025-06-20T07:23:00.000Z,1303,100,502,123.13,card,Victoria Falls
2025-05-05T16:52:00.000Z,1304,108,501,374.74,bank_transfer,Gweru
2025-05-02T09:15:00.000Z,1305,127,503,47.8,pos,Gweru
2025-05-07T04:11:00.000Z,1306,123,501,140.71,bank_transfer,Harare
2025-05-20T23:22:00.000Z,1307,107,502,195.02,bank_transfer,Marondera
2025-05-27T00:06:00.000Z,1308,121,502,432.04,mobile_money,Harare
2025-06-20T09:49:00.000Z,1309,114,503,427.42,pos,Marondera
2025-06-17T07:57:00.000Z,1310,106,503,175.88,card,Harare
2025-05-24T00:36:00.000Z,1311,112,501,331.23,mobile_money,Victoria Falls
2025-05-04T16:40:00.000Z,1312,103,503,29.56,pos,Marondera
2025-06-02T11:07:00.000Z,1313,120,502,72.44,bank_transfer,Harare
2025-06-08T22:29:00.000Z,1314,124,503,63.31,mobile_money,Bulawayo
2025-05-25T20:20:00.000Z,1315,100,502,158.87,mobile_money,Gweru
2025-06-01T18:05:00.000Z,1316,112,502,233.75,mobile_money,Gweru
2025-06-25T14:54:00.000Z,1317,107,502,287.07,mobile_money,Victoria Falls
2025-06-04T21:24:00.000Z,1318,122,503,43.25,mobile_money,Bulawayo
2025-06-15T15:33:00.000Z,1319,109,504,403.32,bank_transfer,Gweru
2025-05-09T08:11:00.000Z,1320,106,503,83.59,pos,Bulawayo
2025-05-09T07:21:00.000Z,1321,116,503,30.81,pos,Mutare
2025-06-03T08:31:00.000Z,1322,101,502,285.17,mobile_money,Marondera
2025-05-08T01:58:00.000Z,1323,125,501,131.62,mobile_money,Marondera
2025-06-24T21:27:00.000Z,1324,106,504,96.02,card,Mutare
2025-06-22T13:42:00.000Z,1325,102,503,278.98,card,Bulawayo
2025-06-02T00:49:00.000Z,1326,122,504,339.15,card,Gweru
2025-06-25T10:09:00.000Z,1327,105,503,212.18,mobile_money,Bulawayo
2025-06-14T07:17:00.000Z,1328,106,502,87.58,mobile_money,Victoria Falls
2025-05-07T11:29:00.000Z,1329,113,502,1.15,pos,Mutare
2025-06-06T01:59:00.000Z,1330,106,501,134.77,pos,Gweru
2025-06-04T01:01:00.000Z,1331,117,502,194.5,mobile_money,Victoria Falls
2025-06-05T04:46:00.000Z,1332,100,501,157.9,pos,Marondera
2025-05-24T16:07:00.000Z,1333,119,504,167.98,pos,Gweru
2025-05-20T23:33:00.000Z,1334,127,503,361.64,pos,Bulawayo
2025-06-29T16:39:00.000Z,1335,115,501,192.75,bank_transfer,Mutare
2025-06-25T10:25:00.000Z,1336,127,504,484.56,pos,Victoria Falls
2025-06-25T22:32:00.000Z,1337,120,504,110.66,pos,Victoria Falls
2025-06-11T18:46:00.000Z,1338,119,504,108.22,mobile_money,Bulawayo
2025-06-11T06:58:00.000Z,1339,104,503,250.08,mobile_money,Bulawayo
2025-06-03T01:52:00.000Z,1340,117,503,110.1,pos,Mutare
2025-06-17T17:05:00.000Z,1341,108,502,171.89,mobile_money,Mutare
2025-06-12T18:22:00.000Z,1342,128,503,492.13,mobile_money,Mutare
2025-05-20T05:47:00.000Z,1343,100,502,33.05,mobile_money,Bulawayo
2025-06-13T05:22:00.000Z,1344,121,501,38.84,mobile_money,Bulawayo
2025-05-09T07:34:00.000Z,1345,103,504,182.16,card,Marondera
2025-06-03T20:37:00.000Z,1346,115,504,299.26,mobile_money,Gweru
2025-05-03T23:17:00.000Z,1347,101,502,260.34,mobile_money,Victoria Falls
2025-05-21T08:41:00.000Z,1348,109,501,278.79,bank_transfer,Gweru
2025-06-17T10:34:00.000Z,1349,125,501,171.38,bank_transfer,Marondera
2025-05-07T12:42:00.000Z,1350,102,504,319.17,pos,Marondera
2025-06-02T17:31:00.000Z,1351,110,502,30.18,pos,Marondera
2025-05-10T22:21:00.000Z,1352,108,503,190.78,mobile_money,Gweru
2025-06-21T08:57:00.000Z,1353,119,504,302.52,bank_transfer,Marondera
2025-06-19T07:21:00.000Z,1354,125,503,256.53,pos,Marondera
2025-06-06T22:08:00.000Z,1355,129,501,283.44,bank_transfer,Gweru
2025-05-15T20:51:00.000Z,1356,123,502,338.68,bank_transfer,Harare
2025-05-10T11:16:00.000Z,1357,102,503,97.05,mobile_money,Victoria Falls
2025-05-25T18:21:00.000Z,1358,127,501,282.87,card,Harare
2025-05-22T00:05:00.000Z,1359,122,501,112.65,mobile_money,Gweru
2025-05-20T09:27:00.000Z,1360,128,502,176.14,pos,Harare
2025-05-13T06:49:00.000Z,1361,125,501,2.42,bank_transfer,Victoria Falls
2025-06-17T13:38:00.000Z,1362,119,501,223.65,card,Victoria Falls
