timestamp,customer_id,merchant_id,amount,channel,location
2025-07-05 22:10:24,143,501,376.81,card,Masvingo
2025-03-22 02:48:21,138,502,96.41,card,Bulawayo
2025-02-28 10:09:38,117,504,166.93,mobile_money,Gweru
2025-12-09 21:49:26,104,504,356.94,mobile_money,Bulawayo
2025-08-28 22:26:15,107,502,292.43,card,Mutare
2025-07-31 15:00:16,114,505,297.47,mobile_money,Mutare
2025-03-08 19:24:35,101,501,470.71,bank_transfer,Bulawayo
2025-07-23 19:39:01,129,503,10.68,card,Bulawayo
2025-05-18 15:32:03,123,505,368.39,bank_transfer,Masvingo
2025-02-13 12:09:31,116,502,452.24,card,Harare
2025-03-28 13:51:16,102,505,188.8,bank_transfer,Gweru
2025-06-26 16:25:18,108,503,3638.5,bank_transfer,Harare
2025-08-25 03:38:27,134,503,215.26,mobile_money,Masvingo
2025-12-03 02:58:59,149,505,171.63,bank_transfer,Bulawayo
2025-09-08 12:28:36,115,503,312.82,mobile_money,Gweru
2025-08-11 22:38:36,108,504,88.44,bank_transfer,Mutare
2025-07-03 12:22:21,105,502,119.13,bank_transfer,Masvingo
2025-04-26 15:02:31,118,502,355.27,card,Gweru
2025-08-30 10:14:36,135,503,51.99,card,Mutare
2025-02-19 16:13:09,132,502,407.32,mobile_money,Harare
2025-01-11 07:21:17,118,505,204.85,bank_transfer,Harare
2025-06-21 03:07:28,107,505,3152.57,card,Masvingo
2025-12-22 22:52:16,123,503,234.47,bank_transfer,Bulawayo
2025-06-16 04:04:56,110,502,132.75,card,Bulawayo
2025-03-23 19:01:04,104,505,138.56,bank_transfer,Gweru
2025-05-26 08:17:47,110,501,426.29,mobile_money,Harare
2025-01-01 21:54:13,126,502,300.48,card,Harare
2025-11-26 06:24:35,118,504,2420.69,card,Gweru
2025-01-27 16:04:12,121,502,383.85,bank_transfer,Mutare
2025-11-09 23:14:04,116,504,161.28,bank_transfer,Gweru
2025-01-20 08:56:04,136,501,146.81,mobile_money,Harare
2025-03-20 04:24:15,127,501,450.59,mobile_money,Masvingo
2025-06-24 03:01:22,112,502,457.37,card,Bulawayo
2025-12-08 08:21:35,118,503,9.59,mobile_money,Masvingo
2025-02-23 06:39:47,107,501,255.54,card,Bulawayo
2025-03-08 11:07:54,138,502,412.28,bank_transfer,Gweru
2025-05-26 11:46:27,119,504,390.45,mobile_money,Gweru
2025-08-01 16:56:53,145,505,296.07,mobile_money,Bulawayo
2025-12-01 19:52:50,107,501,152.94,mobile_money,Mutare
2025-07-29 08:15:44,103,501,92.58,mobile_money,Mutare
2025-04-30 16:42:47,134,502,33.03,card,Harare
2025-04-12 14:46:18,104,505,303.02,mobile_money,Gweru
2025-01-03 20:10:10,109,502,483.81,bank_transfer,Gweru
2025-09-17 05:35:42,143,503,87.85,card,Harare
2025-05-13 21:30:10,130,502,298.78,mobile_money,Mutare
2025-03-19 05:25:26,128,505,96.75,card,Masvingo
2025-11-09 21:35:36,133,504,43.44,bank_transfer,Bulawayo
2025-02-19 02:51:37,144,503,36.5,mobile_money,Gweru
2025-11-24 07:03:27,111,505,6.17,card,Bulawayo
2025-08-25 11:17:29,107,503,292.16,mobile_money,Mutare
2025-04-26 17:47:35,146,502,134.17,card,Harare
2025-04-23 16:17:25,141,505,140.05,bank_transfer,Harare
2025-08-05 15:52:18,138,502,186.67,card,Bulawayo
2025-10-05 14:02:28,130,504,3354.34,mobile_money,Gweru
2025-04-27 02:06:13,107,503,427.99,card,Bulawayo
2025-06-16 11:18:05,118,501,264.03,bank_transfer,Masvingo
2025-02-20 14:40:13,145,503,275.41,bank_transfer,Bulawayo
2025-01-22 17:43:23,124,504,84.95,card,Harare
2025-07-25 11:51:58,139,505,143.44,card,Mutare
2025-12-26 08:21:29,106,505,349.39,card,Gweru
2025-10-22 13:44:04,132,505,268.85,card,Mutare
2025-12-27 02:20:15,128,502,424.04,bank_transfer,Mutare
2025-09-06 05:38:42,145,504,446.98,card,Bulawayo
2025-10-01 12:33:42,129,503,251.53,mobile_money,Masvingo
2025-01-10 22:08:06,129,503,381.29,card,Mutare
2025-07-10 00:29:04,101,502,188.69,card,Bulawayo
2025-08-16 00:55:23,141,504,128.27,card,Gweru
2025-10-02 13:10:22,113,505,473.9,card,Gweru
2025-09-22 13:00:43,142,501,169.82,mobile_money,Bulawayo
2025-01-16 03:01:02,147,502,280.97,bank_transfer,Bulawayo
2025-06-24 03:55:47,149,503,317.4,mobile_money,Masvingo
2025-06-16 04:41:27,117,503,435.09,card,Mutare
2025-02-08 13:53:34,148,502,446.9,mobile_money,Harare
2025-11-11 21:44:24,146,505,173.65,mobile_money,Gweru
2025-11-12 18:17:51,147,504,47.42,card,Harare
2025-02-28 20:30:22,104,503,261.35,bank_transfer,Mutare
2025-06-03 00:40:22,133,504,167.5,card,Gweru
2025-10-21 14:56:47,102,502,468.14,bank_transfer,Mutare
2025-10-05 10:12:52,145,505,430.04,bank_transfer,Harare
2025-02-23 18:27:08,104,501,143.04,card,Bulawayo
2025-10-11 11:23:34,118,505,382.16,bank_transfer,Mutare
2025-05-16 11:12:03,149,502,207.21,bank_transfer,Mutare
2025-09-01 22:49:41,146,501,399.45,bank_transfer,Bulawayo
2025-10-13 16:20:06,102,501,114.19,card,Harare
2025-03-21 03:35:32,102,504,219.58,mobile_money,Harare
2025-02-13 23:30:26,134,505,275.75,bank_transfer,Mutare
2025-08-23 19:10:00,109,502,90.92,mobile_money,Masvingo
2025-08-10 13:16:46,114,501,159.0,card,Bulawayo
2025-12-11 16:49:57,104,501,259.99,bank_transfer,Bulawayo
2025-08-01 10:47:15,121,503,208.19,bank_transfer,Bulawayo
2025-11-19 17:30:34,145,505,429.74,mobile_money,Harare
2025-02-28 16:01:27,103,502,244.72,bank_transfer,Bulawayo
2025-12-24 20:54:15,111,502,489.67,card,Bulawayo
2025-10-28 16:03:07,132,503,249.16,bank_transfer,Mutare
2025-12-19 17:06:57,122,503,207.93,card,Harare
2025-01-17 10:06:24,108,504,3578.34,bank_transfer,Gweru
2025-03-01 15:23:32,127,505,231.39,bank_transfer,Bulawayo
2025-02-23 04:06:56,107,505,41.14,bank_transfer,Harare
2025-09-23 06:56:56,132,505,6.26,mobile_money,Harare
2025-05-07 17:30:13,139,505,449.25,mobile_money,Bulawayo
2025-12-13 20:09:13,123,504,329.26,card,Bulawayo
2025-02-19 02:36:12,110,501,393.95,bank_transfer,Bulawayo
2025-05-16 02:41:56,148,504,29.18,bank_transfer,Masvingo
2025-04-08 22:01:59,123,505,207.1,bank_transfer,Gweru
2025-11-17 13:50:05,110,501,30.3,mobile_money,Mutare
2025-06-18 22:28:42,118,503,260.99,bank_transfer,Bulawayo
2025-04-07 13:47:25,122,504,158.91,card,Harare
2025-05-26 03:36:37,112,501,166.34,mobile_money,Bulawayo
2025-07-08 20:24:35,138,502,101.47,card,Gweru
2025-01-19 02:24:20,146,503,89.61,bank_transfer,Bulawayo
2025-08-01 03:41:47,103,501,492.0,bank_transfer,Gweru
2025-05-02 16:37:05,115,503,237.94,mobile_money,Harare
2025-03-30 10:01:55,103,501,312.38,bank_transfer,Bulawayo
2025-01-04 07:12:46,125,504,4395.41,bank_transfer,Bulawayo
2025-01-25 03:10:41,114,505,417.36,bank_transfer,Harare
2025-08-14 02:43:46,102,502,3835.44,mobile_money,Gweru
2025-09-13 12:16:42,127,505,31.32,mobile_money,Bulawayo
2025-03-20 07:41:31,128,505,444.81,bank_transfer,Gweru
2025-05-16 23:45:01,118,504,321.45,bank_transfer,Bulawayo
2025-08-07 18:08:09,148,502,200.09,bank_transfer,Bulawayo
2025-02-14 22:57:38,131,502,278.66,mobile_money,Mutare
2025-12-16 21:30:45,136,503,224.88,card,Gweru
2025-08-31 22:21:58,114,502,390.57,mobile_money,Mutare
2025-12-03 10:41:51,103,503,473.89,mobile_money,Harare
2025-12-27 18:16:37,117,503,119.7,bank_transfer,Mutare
2025-12-12 09:53:47,108,503,256.08,card,Bulawayo
2025-07-08 14:16:32,150,502,3620.66,mobile_money,Mutare
2025-05-06 10:44:01,144,502,315.99,mobile_money,Bulawayo
2025-09-14 07:02:52,110,505,64.9,bank_transfer,Bulawayo
2025-09-06 02:47:44,148,503,338.53,bank_transfer,Bulawayo
2025-05-12 02:28:22,117,501,91.74,bank_transfer,Harare
2025-12-22 06:51:04,120,502,61.26,bank_transfer,Masvingo
2025-01-20 15:49:22,121,502,321.33,bank_transfer,Masvingo
2025-03-15 07:23:31,110,501,59.05,bank_transfer,Bulawayo
2025-07-06 18:30:18,128,501,481.29,bank_transfer,Bulawayo
2025-04-07 22:25:37,123,504,447.76,bank_transfer,Gweru
2025-08-23 12:10:43,144,505,262.18,card,Bulawayo
2025-05-08 15:44:16,150,503,307.09,card,Bulawayo
2025-10-18 10:52:28,119,501,269.35,mobile_money,Harare
2025-02-18 23:48:03,129,505,55.73,card,Mutare
2025-02-13 18:44:35,125,503,286.35,bank_transfer,Bulawayo
2025-11-13 11:24:35,138,502,4532.51,mobile_money,Gweru
2025-06-06 22:02:44,106,502,25.07,bank_transfer,Bulawayo
2025-05-25 12:16:10,110,504,106.29,bank_transfer,Masvingo
2025-02-24 10:17:21,138,502,393.19,bank_transfer,Masvingo
2025-09-28 01:52:09,117,504,227.58,card,Gweru
2025-04-25 05:54:24,141,503,355.54,mobile_money,Mutare
2025-02-10 09:08:00,127,504,75.46,card,Gweru
2025-01-08 17:14:27,104,504,351.48,card,Mutare
2025-10-06 12:11:10,106,503,351.4,card,Gweru
2025-02-14 19:55:45,111,501,155.66,bank_transfer,Gweru
2025-12-01 17:34:09,142,505,417.71,mobile_money,Mutare
2025-12-06 18:15:20,146,504,276.93,card,Harare
2025-03-18 11:50:03,130,504,450.15,card,Mutare
2025-09-18 04:59:52,134,505,245.12,bank_transfer,Bulawayo
2025-07-15 13:23:26,108,505,23.96,mobile_money,Masvingo
2025-12-10 12:18:56,101,501,451.96,card,Gweru
2025-10-17 11:58:03,148,503,137.43,card,Gweru
2025-12-09 12:11:12,121,503,97.04,mobile_money,Mutare
2025-03-18 23:59:59,112,501,29.45,card,Masvingo
2025-08-08 09:13:43,132,505,417.25,bank_transfer,Masvingo
2025-06-13 16:32:03,127,503,143.65,bank_transfer,Masvingo
2025-10-30 08:45:52,144,505,2880.1,card,Mutare
2025-08-21 00:47:00,124,502,2015.86,card,Gweru
2025-03-24 10:13:25,109,504,4905.09,bank_transfer,Masvingo
2025-06-03 22:52:49,136,501,293.53,mobile_money,Bulawayo
2025-12-21 22:29:07,101,505,296.91,bank_transfer,Gweru
2025-04-20 04:57:48,132,505,244.17,card,Masvingo
2025-01-22 01:01:39,128,503,198.17,bank_transfer,Masvingo
2025-05-21 02:54:14,146,501,346.39,mobile_money,Bulawayo
2025-10-25 12:01:15,112,501,431.72,mobile_money,Mutare
2025-08-11 09:02:45,131,503,466.89,mobile_money,Gweru
2025-02-09 17:51:31,102,505,296.47,card,Gweru
2025-09-26 18:32:18,129,505,494.9,bank_transfer,Gweru
2025-11-01 16:00:07,148,501,213.18,mobile_money,Gweru
2025-03-23 00:05:48,114,502,216.97,card,Mutare
2025-10-20 06:34:38,104,501,446.25,card,Harare
2025-05-11 16:40:24,109,504,382.78,bank_transfer,Mutare
2025-07-04 21:11:40,137,503,294.81,mobile_money,Bulawayo
2025-09-05 08:54:14,136,501,437.58,bank_transfer,Harare
2025-04-24 01:11:32,115,504,258.73,bank_transfer,Mutare
2025-12-06 04:18:57,115,501,243.9,card,Masvingo
2025-03-18 10:29:27,112,503,180.48,card,Gweru
2025-02-26 00:35:40,118,501,2335.99,mobile_money,Harare
2025-06-15 17:37:19,140,502,345.27,card,Mutare
2025-07-18 03:34:23,113,503,294.98,card,Masvingo
2025-03-11 19:13:49,142,504,301.39,card,Harare
2025-04-13 08:01:33,141,502,419.22,mobile_money,Harare
2025-08-10 11:40:30,136,504,40.87,card,Masvingo
2025-02-06 09:44:50,134,501,4986.26,mobile_money,Harare
2025-04-12 08:54:13,115,502,4232.5,card,Gweru
2025-07-25 16:51:31,148,503,129.53,bank_transfer,Masvingo
2025-05-06 00:53:39,113,503,447.62,bank_transfer,Masvingo
2025-12-10 04:27:23,111,502,126.02,bank_transfer,Gweru
2025-04-15 01:47:26,109,502,290.21,bank_transfer,Masvingo
2025-02-16 08:50:58,122,501,124.01,bank_transfer,Bulawayo
2025-07-28 00:07:06,150,503,123.34,card,Masvingo
2025-01-03 00:09:26,148,505,65.0,card,Harare
2025-02-06 03:14:33,111,504,58.76,card,Bulawayo
2025-02-01 19:26:10,142,505,16.91,card,Mutare
2025-11-11 17:19:04,101,505,373.48,bank_transfer,Bulawayo
2025-10-13 20:03:50,142,503,398.1,mobile_money,Harare
2025-03-24 15:28:08,136,502,218.72,card,Bulawayo
2025-08-21 05:47:12,118,505,206.16,bank_transfer,Masvingo
2025-06-20 07:02:50,118,503,195.58,mobile_money,Gweru
2025-07-10 01:27:56,139,502,130.79,mobile_money,Bulawayo
2025-11-15 12:14:35,124,504,11.91,bank_transfer,Bulawayo
2025-01-24 11:20:45,132,504,326.11,bank_transfer,Mutare
2025-06-12 18:38:23,113,504,219.02,bank_transfer,Masvingo
2025-03-26 16:09:08,112,501,74.82,mobile_money,Harare
2025-10-15 02:15:27,103,502,283.78,bank_transfer,Gweru
2025-07-24 10:27:43,124,502,411.57,mobile_money,Mutare
2025-06-11 23:23:58,116,501,348.35,mobile_money,Gweru
2025-02-23 14:45:55,141,502,33.71,bank_transfer,Mutare
2025-05-15 00:09:02,141,504,159.51,card,Bulawayo
2025-11-18 08:35:39,104,502,141.79,mobile_money,Gweru
2025-01-24 07:45:52,147,502,44.37,mobile_money,Gweru
2025-02-24 16:26:57,108,503,476.81,bank_transfer,Bulawayo
2025-11-20 11:54:16,114,501,335.37,card,Bulawayo
2025-07-18 08:08:16,109,504,2861.23,mobile_money,Masvingo
2025-05-20 08:45:05,140,501,205.43,bank_transfer,Mutare
2025-12-05 18:37:05,110,503,364.26,card,Gweru
2025-02-11 18:25:54,143,501,219.96,card,Masvingo
2025-07-17 03:47:17,119,502,490.13,card,Masvingo
2025-12-02 07:03:50,130,501,152.01,bank_transfer,Gweru
2025-02-10 21:49:12,125,501,473.78,mobile_money,Harare
2025-05-21 08:46:34,108,504,456.45,bank_transfer,Masvingo
2025-08-21 01:37:49,130,503,15.59,card,Bulawayo
2025-05-11 05:34:46,133,503,400.24,card,Masvingo
2025-02-06 20:14:52,148,501,108.58,bank_transfer,Harare
2025-04-16 23:47:39,129,505,392.47,bank_transfer,Masvingo
2025-07-29 01:37:06,125,505,253.7,mobile_money,Gweru
2025-06-10 12:10:36,122,505,180.86,card,Gweru
2025-04-04 06:25:59,121,502,206.81,bank_transfer,Harare
2025-09-12 23:28:18,113,501,427.87,card,Bulawayo
2025-09-11 17:54:46,146,501,476.52,bank_transfer,Mutare
2025-03-31 10:49:16,136,504,159.29,card,Harare
2025-10-20 23:00:36,114,504,450.43,mobile_money,Harare
2025-09-02 13:28:17,127,501,96.61,card,Bulawayo
2025-09-05 11:23:26,117,503,127.65,card,Harare
2025-04-19 08:49:20,145,502,122.36,card,Gweru
2025-03-19 07:08:50,144,502,24.33,bank_transfer,Gweru
2025-03-19 07:05:08,128,501,376.81,mobile_money,Bulawayo
2025-06-18 18:34:15,107,503,247.29,bank_transfer,Masvingo
2025-04-08 19:23:38,148,503,107.16,mobile_money,Masvingo
2025-04-19 07:26:35,137,505,109.31,card,Gweru
2025-12-27 07:32:22,135,503,465.98,mobile_money,Mutare
2025-03-09 22:03:19,103,503,240.56,mobile_money,Harare
2025-02-22 09:45:40,142,505,271.9,card,Harare
2025-11-27 11:25:47,127,501,86.63,card,Harare
2025-08-28 02:52:43,120,503,334.62,card,Mutare
2025-01-17 00:51:09,101,504,338.08,bank_transfer,Masvingo
2025-01-21 21:16:45,141,505,340.6,card,Gweru
2025-07-23 00:15:39,110,505,2118.05,card,Gweru
2025-07-30 21:05:13,148,503,220.38,card,Harare
2025-03-11 17:32:59,121,501,203.13,card,Gweru
2025-09-19 22:33:38,136,503,141.25,card,Harare
2025-05-18 15:14:04,114,501,263.66,bank_transfer,Bulawayo
2025-04-08 22:16:26,118,501,370.21,mobile_money,Gweru
2025-08-20 23:12:33,138,505,442.15,mobile_money,Mutare
2025-01-02 18:25:26,150,505,334.2,mobile_money,Bulawayo
2025-10-22 17:14:40,127,501,227.56,card,Gweru
2025-03-16 23:31:14,139,503,425.6,mobile_money,Mutare
2025-07-02 21:43:07,128,503,217.45,bank_transfer,Mutare
2025-08-18 00:05:52,109,503,2143.28,bank_transfer,Mutare
2025-01-14 02:39:24,114,502,69.06,bank_transfer,Gweru
2025-07-07 20:20:33,144,504,134.63,card,Masvingo
2025-02-10 15:40:40,117,503,160.89,mobile_money,Gweru
2025-06-25 06:57:29,130,501,185.51,bank_transfer,Masvingo
2025-01-10 01:12:36,145,502,2972.76,mobile_money,Bulawayo
2025-05-29 19:31:42,142,505,106.17,card,Mutare
2025-02-12 17:27:36,127,504,2948.89,bank_transfer,Mutare
2025-02-01 16:04:03,103,505,492.23,card,Gweru
2025-11-27 16:18:53,140,503,440.77,card,Masvingo
2025-10-29 15:46:33,105,505,166.86,mobile_money,Masvingo
2025-12-15 05:50:13,110,502,341.48,mobile_money,Mutare
2025-01-17 17:40:09,118,503,316.95,card,Gweru
2025-01-25 18:23:32,133,504,384.61,bank_transfer,Harare
2025-09-11 11:39:26,132,504,286.28,card,Masvingo
2025-08-27 04:04:07,141,503,157.76,bank_transfer,Bulawayo
2025-03-06 05:48:26,122,502,491.01,card,Mutare
2025-03-22 22:21:31,120,501,117.05,card,Harare
2025-09-10 06:15:09,116,505,107.82,card,Gweru
2025-05-01 22:09:55,127,502,477.62,card,Harare
2025-04-15 05:46:33,121,502,28.72,mobile_money,Masvingo
2025-07-30 09:19:16,133,505,152.25,bank_transfer,Masvingo
2025-03-15 20:55:10,115,501,7.7,card,Masvingo
2025-07-01 11:16:56,113,501,272.91,bank_transfer,Harare
2025-03-13 07:02:06,135,502,45.63,card,Masvingo
2025-08-10 10:33:33,123,501,330.76,mobile_money,Gweru
2025-10-02 13:08:35,114,505,304.47,bank_transfer,Bulawayo
2025-08-24 03:37:43,104,502,108.5,bank_transfer,Gweru
2025-05-30 16:20:47,130,502,89.54,bank_transfer,Mutare
2025-03-05 22:11:18,117,504,331.14,bank_transfer,Gweru
2025-09-12 07:33:16,120,502,121.17,mobile_money,Gweru
2025-01-02 19:55:16,141,502,189.03,mobile_money,Harare
2025-10-30 02:04:25,102,502,300.5,card,Bulawayo
2025-01-18 20:42:12,140,503,309.49,card,Harare
2025-06-22 01:07:18,107,501,427.78,bank_transfer,Masvingo
2025-05-18 22:16:53,131,501,240.71,card,Masvingo
2025-09-06 12:45:12,109,503,423.23,mobile_money,Masvingo
2025-01-31 18:21:32,150,503,279.92,bank_transfer,Gweru
2025-08-31 13:35:29,108,502,2477.21,card,Gweru
2025-03-25 23:07:47,141,501,439.5,bank_transfer,Masvingo
2025-03-02 14:00:34,112,504,242.1,card,Masvingo
2025-11-19 19:01:27,122,503,297.16,mobile_money,Gweru
2025-05-26 11:32:35,113,505,244.08,bank_transfer,Bulawayo
2025-04-25 16:38:39,122,505,498.84,bank_transfer,Bulawayo
2025-02-26 04:38:17,109,503,391.86,card,Gweru
2025-05-30 22:38:38,145,505,441.53,bank_transfer,Mutare
2025-06-20 10:11:27,121,505,339.92,mobile_money,Gweru
2025-11-16 03:07:51,114,501,247.51,bank_transfer,Bulawayo
2025-04-09 08:23:14,122,504,352.12,bank_transfer,Bulawayo
2025-10-17 20:21:52,127,501,346.74,card,Masvingo
2025-08-02 13:42:04,150,501,383.2,card,Bulawayo
2025-03-27 04:56:43,113,504,367.89,card,Bulawayo
2025-10-13 20:22:54,117,503,304.71,bank_transfer,Harare
2025-08-06 04:51:37,124,503,429.76,mobile_money,Bulawayo
2025-09-27 10:25:47,136,501,237.52,bank_transfer,Harare
2025-10-01 00:19:02,148,502,353.88,mobile_money,Bulawayo
2025-01-20 04:31:17,138,503,365.07,card,Mutare
2025-11-15 03:22:37,130,505,485.27,card,Harare
2025-01-09 02:47:50,112,502,354.34,mobile_money,Gweru
2025-07-15 21:19:41,102,502,436.89,card,Gweru
2025-10-24 07:39:34,136,503,254.94,mobile_money,Gweru
2025-02-10 21:17:15,113,505,339.68,card,Masvingo
2025-02-13 19:51:34,130,504,468.35,bank_transfer,Mutare
2025-04-28 12:24:22,120,505,169.95,mobile_money,Bulawayo
2025-05-23 14:41:56,112,504,483.84,card,Masvingo
2025-05-04 13:57:06,105,501,115.74,bank_transfer,Bulawayo
2025-04-12 18:52:04,148,501,140.95,mobile_money,Bulawayo
2025-05-03 02:42:00,140,504,285.26,card,Masvingo
2025-10-29 20:43:31,115,503,274.44,bank_transfer,Bulawayo
2025-04-25 21:13:40,117,505,152.08,mobile_money,Masvingo
2025-05-24 23:43:16,147,505,456.43,bank_transfer,Bulawayo
2025-10-05 12:32:24,146,502,220.6,card,Masvingo
2025-01-23 08:37:20,149,502,498.88,card,Harare
