timestamp,customer_id,merchant_id,amount,channel,location,processed
2025-11-07 15:33:58,127,508,58.96,card,Masvingo,0
2025-11-03 09:16:22,112,507,264.94,mobile_money,Harare,0
2025-11-02 08:55:43,120,510,188.47,card,Mutare,0
2025-11-02 08:13:45,128,508,135.47,card,Harare,1
2025-11-06 04:26:31,105,501,306.92,bank_transfer,Masvingo,0
2025-11-04 08:52:06,108,505,392.96,mobile_money,Bulawayo,0
2025-11-04 00:01:36,143,510,454.08,card,Masvingo,0
2025-11-03 07:01:21,111,505,475.28,mobile_money,Masvingo,0
2025-11-02 01:19:36,145,506,31.88,mobile_money,Bulawayo,0
2025-11-03 21:27:22,104,503,462.07,mobile_money,Mutare,0
2025-11-06 05:27:11,147,508,104.17,mobile_money,Harare,0
2025-11-06 09:49:47,138,510,45.98,bank_transfer,Mutare,0
2025-11-06 22:49:53,113,504,13.04,mobile_money,Masvingo,1
2025-11-07 10:42:03,138,510,270.65,mobile_money,Mutare,0
2025-11-03 22:46:08,117,505,359.52,mobile_money,Bulawayo,0
2025-11-06 03:55:59,127,506,454.44,mobile_money,Gweru,0
2025-11-03 18:14:13,118,509,105.83,card,Mutare,0
2025-11-05 08:20:44,114,509,58.65,bank_transfer,Masvingo,0
2025-11-06 11:23:04,140,505,278.83,bank_transfer,Bulawayo,0
2025-11-07 00:38:30,117,510,443.97,card,Masvingo,0
2025-11-07 12:05:22,149,504,293.32,card,Mutare,0
2025-11-02 11:14:22,137,508,64.03,mobile_money,Bulawayo,0
2025-11-03 10:55:57,114,501,222.05,mobile_money,Masvingo,0
2025-11-03 02:35:54,130,502,50.85,bank_transfer,Masvingo,0
2025-11-06 08:38:31,148,509,454.53,card,Gweru,0
2025-11-05 09:53:31,137,503,242.77,bank_transfer,Bulawayo,0
2025-11-04 13:49:47,119,507,108.66,bank_transfer,Masvingo,0
2025-11-07 14:07:03,107,507,353.93,card,Gweru,0
2025-11-05 00:29:48,122,509,127.35,mobile_money,Mutare,0
2025-11-03 11:44:36,135,504,320.55,card,Masvingo,0
2025-11-04 13:14:49,145,503,69.37,bank_transfer,Harare,0
2025-11-03 05:29:47,150,505,499.97,mobile_money,Mutare,0
2025-11-07 14:26:05,107,508,479.02,bank_transfer,Masvingo,0
2025-11-03 05:54:08,104,507,3115.45,mobile_money,Masvingo,0
2025-11-05 17:46:01,133,510,465.94,mobile_money,Mutare,1
2025-11-05 15:54:35,119,505,49.16,card,Bulawayo,1
2025-11-03 05:06:09,101,508,228.6,card,Harare,0
2025-11-01 20:46:27,149,508,270.67,bank_transfer,Masvingo,0
2025-11-02 08:04:44,144,505,171.27,bank_transfer,Bulawayo,1
2025-11-04 14:50:20,136,510,14.76,bank_transfer,Harare,0
2025-11-07 14:30:08,112,504,166.2,mobile_money,Gweru,0
2025-11-07 16:04:06,123,509,176.37,card,Masvingo,0
2025-11-05 11:32:55,139,502,425.81,mobile_money,Mutare,1
2025-11-06 04:43:11,132,508,392.84,mobile_money,Harare,1
2025-11-05 11:29:19,143,507,38.25,mobile_money,Bulawayo,0
2025-11-01 19:54:58,140,501,220.8,mobile_money,Bulawayo,0
2025-11-04 12:00:03,116,506,338.4,mobile_money,Masvingo,0
2025-11-01 22:38:35,110,509,4021.67,mobile_money,Masvingo,0
2025-11-05 00:03:11,123,505,305.54,card,Masvingo,0
2025-11-06 00:40:22,150,506,452.14,mobile_money,Gweru,0
2025-11-07 01:20:03,129,509,49.41,card,Bulawayo,1
2025-11-07 07:48:53,109,510,71.91,mobile_money,Bulawayo,0
2025-11-04 19:21:50,140,506,342.02,mobile_money,Bulawayo,1
2025-11-05 11:04:46,111,506,128.07,bank_transfer,Harare,0
2025-11-04 14:22:09,150,509,168.9,bank_transfer,Harare,0
2025-11-05 06:07:12,131,506,420.99,card,Masvingo,0
2025-11-01 17:31:02,147,501,323.04,mobile_money,Harare,0
2025-11-02 20:59:36,113,508,472.22,bank_transfer,Harare,0
2025-11-03 22:42:50,130,510,267.46,bank_transfer,Gweru,0
2025-11-06 00:06:13,145,503,435.9,bank_transfer,Gweru,0
2025-11-05 00:07:11,125,507,2660.38,mobile_money,Mutare,1
2025-11-05 01:20:49,142,503,88.39,card,Harare,0
2025-11-01 08:15:39,140,510,155.51,bank_transfer,Bulawayo,0
2025-11-07 19:42:41,113,506,498.05,mobile_money,Gweru,0
2025-11-05 12:00:10,115,506,409.28,card,Gweru,0
2025-11-06 01:21:14,140,504,224.2,card,Harare,0
2025-11-07 06:33:50,129,502,2222.08,mobile_money,Harare,0
2025-11-04 21:12:21,137,508,223.05,mobile_money,Bulawayo,0
2025-11-07 09:54:18,116,506,347.46,bank_transfer,Harare,0
2025-11-06 14:06:04,112,504,203.91,mobile_money,Masvingo,0
2025-11-05 12:35:58,109,505,476.67,mobile_money,Masvingo,0
2025-11-05 09:27:19,103,508,282.27,bank_transfer,Mutare,0
2025-11-05 15:43:29,142,504,377.78,mobile_money,Masvingo,0
2025-11-02 08:30:55,128,509,492.52,bank_transfer,Harare,1
2025-11-05 22:34:14,142,510,217.17,mobile_money,Gweru,0
2025-11-07 10:08:16,102,502,346.46,mobile_money,Harare,0
2025-11-04 03:15:12,147,508,143.67,mobile_money,Gweru,0
2025-11-03 06:21:10,108,509,376.34,bank_transfer,Gweru,0
2025-11-04 13:07:31,132,508,436.32,mobile_money,Mutare,0
2025-11-01 20:19:48,148,510,183.76,card,Mutare,0
2025-11-03 23:32:30,126,501,112.48,bank_transfer,Masvingo,0
2025-11-01 11:20:39,122,501,203.79,bank_transfer,Masvingo,1
2025-11-04 17:43:11,121,502,337.36,card,Masvingo,1
2025-11-07 13:56:18,133,502,108.93,card,Masvingo,0
2025-11-03 02:33:11,127,505,361.73,mobile_money,Masvingo,1
2025-11-01 21:42:49,116,504,168.15,card,Harare,1
2025-11-06 18:56:25,136,503,436.5,bank_transfer,Bulawayo,0
2025-11-07 00:22:29,146,502,413.33,mobile_money,Bulawayo,0
2025-11-03 08:58:11,122,501,389.31,bank_transfer,Gweru,0
2025-11-03 12:04:13,138,509,253.25,mobile_money,Mutare,0
2025-11-07 10:32:54,149,501,235.13,bank_transfer,Gweru,0
2025-11-04 23:58:05,118,505,149.68,mobile_money,Gweru,0
2025-11-01 20:09:31,140,505,47.0,card,Masvingo,0
2025-11-02 10:25:31,109,507,174.77,bank_transfer,Masvingo,0
2025-11-03 12:38:09,132,510,415.89,bank_transfer,Gweru,0
2025-11-05 12:56:33,129,507,340.44,bank_transfer,Harare,0
2025-11-07 04:02:19,118,509,380.36,bank_transfer,Mutare,0
2025-11-06 22:07:18,113,505,141.34,card,Harare,0
2025-11-05 07:50:27,144,506,79.3,mobile_money,Masvingo,0
2025-11-04 03:04:01,116,505,463.83,bank_transfer,Harare,0
2025-11-05 04:39:51,139,503,37.99,mobile_money,Harare,0
2025-11-01 22:14:55,128,510,185.93,card,Harare,0
2025-11-04 16:57:37,129,509,261.77,bank_transfer,Masvingo,0
2025-11-06 01:28:34,135,504,414.81,card,Masvingo,0
2025-11-02 20:52:53,135,509,16.18,mobile_money,Mutare,0
2025-11-02 09:22:58,141,509,314.0,card,Bulawayo,0
2025-11-03 15:44:20,111,505,161.33,card,Harare,0
2025-11-04 10:44:26,142,510,4975.28,mobile_money,Bulawayo,0
2025-11-03 14:11:49,148,502,231.74,card,Masvingo,1
2025-11-06 13:47:39,136,506,212.53,bank_transfer,Mutare,1
2025-11-07 18:15:32,148,504,396.57,mobile_money,Mutare,0
2025-11-07 07:09:58,124,503,167.94,card,Mutare,1
2025-11-03 11:42:28,110,507,212.72,card,Masvingo,0
2025-11-07 09:34:33,145,509,402.73,bank_transfer,Masvingo,0
2025-11-05 09:14:18,109,508,406.51,card,Gweru,1
2025-11-05 04:52:34,115,504,376.14,card,Mutare,1
2025-11-06 17:52:19,113,504,109.95,mobile_money,Gweru,0
2025-11-04 08:47:46,140,505,169.91,bank_transfer,Gweru,0
2025-11-07 16:06:50,137,507,410.51,mobile_money,Gweru,0
2025-11-06 20:07:27,114,509,189.68,card,Harare,0
2025-11-07 15:22:36,135,509,243.82,bank_transfer,Mutare,0
2025-11-02 12:10:53,142,510,470.29,card,Mutare,0
2025-11-03 00:04:00,114,507,192.58,bank_transfer,Mutare,0
2025-11-06 03:56:00,101,510,45.34,mobile_money,Bulawayo,0
2025-11-06 11:57:44,114,506,350.86,mobile_money,Harare,0
2025-11-03 21:20:57,104,502,36.09,mobile_money,Harare,0
2025-11-04 10:42:17,106,509,78.47,bank_transfer,Mutare,1
2025-11-06 16:54:28,112,505,112.24,bank_transfer,Harare,0
2025-11-04 08:14:53,143,509,70.2,mobile_money,Gweru,0
2025-11-02 04:13:16,135,504,334.49,mobile_money,Mutare,0
2025-11-05 15:20:17,132,507,4636.45,bank_transfer,Bulawayo,0
2025-11-06 19:07:47,119,510,210.19,card,Harare,1
2025-11-03 23:06:54,144,509,383.22,bank_transfer,Bulawayo,1
2025-11-02 02:18:24,101,501,38.25,mobile_money,Mutare,1
2025-11-04 03:06:56,103,506,316.11,mobile_money,Gweru,0
2025-11-06 16:29:57,127,507,433.47,bank_transfer,Masvingo,0
2025-11-02 04:43:33,109,502,109.38,mobile_money,Masvingo,0
2025-11-06 05:39:16,109,510,230.28,bank_transfer,Mutare,0
2025-11-07 14:03:06,126,501,304.76,mobile_money,Harare,0
2025-11-04 07:12:41,131,504,262.28,bank_transfer,Bulawayo,0
2025-11-01 12:17:31,136,507,212.31,card,Masvingo,0
2025-11-05 11:18:21,103,503,416.91,bank_transfer,Mutare,0
2025-11-04 19:16:13,146,503,2546.58,mobile_money,Masvingo,0
2025-11-04 06:20:43,101,508,70.97,card,Mutare,0
2025-11-04 00:52:49,130,502,82.25,bank_transfer,Gweru,0
2025-11-04 01:47:34,133,504,106.41,card,Gweru,0
2025-11-07 16:39:17,137,506,329.21,card,Gweru,0
2025-11-03 22:34:41,129,508,340.07,card,Bulawayo,0
2025-11-07 19:34:20,101,504,330.98,bank_transfer,Mutare,0
2025-11-02 03:12:08,120,501,219.08,mobile_money,Mutare,0
2025-11-07 19:26:25,132,503,226.25,card,Bulawayo,0
2025-11-05 12:58:17,143,504,23.73,bank_transfer,Mutare,0
2025-11-03 20:49:44,126,509,2796.05,bank_transfer,Bulawayo,0
2025-11-06 12:46:45,140,509,136.66,mobile_money,Harare,0
2025-11-03 20:55:11,102,507,75.89,mobile_money,Bulawayo,0
2025-11-06 13:30:24,144,508,459.28,bank_transfer,Harare,0
2025-11-02 09:05:55,124,502,99.19,mobile_money,Masvingo,0
2025-11-04 09:26:20,133,505,401.65,card,Bulawayo,0
2025-11-01 19:19:45,147,505,290.69,mobile_money,Bulawayo,0
2025-11-03 13:23:04,135,503,253.33,mobile_money,Bulawayo,0
2025-11-04 14:12:01,142,505,200.09,bank_transfer,Bulawayo,0
2025-11-04 10:11:07,131,510,392.58,mobile_money,Masvingo,1
2025-11-05 07:31:08,126,501,324.45,mobile_money,Bulawayo,1
2025-11-07 05:13:26,118,510,315.45,card,Mutare,0
2025-11-01 20:00:59,140,509,101.3,mobile_money,Gweru,0
2025-11-04 04:17:10,138,505,144.44,bank_transfer,Bulawayo,0
2025-11-04 17:08:40,138,507,477.76,card,Harare,0
2025-11-07 05:55:22,133,502,462.63,card,Mutare,0
2025-11-07 14:57:32,132,506,467.39,mobile_money,Bulawayo,0
2025-11-04 12:46:56,150,510,18.75,bank_transfer,Mutare,0
2025-11-04 04:55:49,105,501,166.89,mobile_money,Bulawayo,0
2025-11-03 10:49:16,114,509,499.46,card,Masvingo,0
2025-11-02 06:55:47,119,505,3640.01,card,Mutare,0
2025-11-06 21:36:24,119,505,409.99,card,Mutare,1
2025-11-05 21:20:35,107,510,491.63,mobile_money,Harare,0
2025-11-05 17:05:23,102,504,186.58,card,Mutare,1
2025-11-03 00:05:56,141,509,388.28,mobile_money,Masvingo,0
2025-11-06 15:33:06,142,509,204.91,mobile_money,Mutare,0
2025-11-01 20:11:17,111,508,2550.63,bank_transfer,Harare,1
2025-11-03 03:07:56,129,508,2032.25,mobile_money,Mutare,0
2025-11-04 14:20:00,114,504,263.88,mobile_money,Gweru,0
2025-11-06 21:35:30,126,509,362.22,bank_transfer,Masvingo,0
2025-11-07 11:24:27,121,502,32.57,bank_transfer,Bulawayo,0
2025-11-05 15:14:19,139,508,11.59,card,Gweru,0
2025-11-06 15:55:57,101,504,259.13,mobile_money,Harare,0
2025-11-06 19:29:07,124,510,7.93,card,Masvingo,1
2025-11-02 06:57:44,107,507,327.03,mobile_money,Harare,0
2025-11-05 23:04:45,121,507,357.95,bank_transfer,Mutare,0
2025-11-03 19:54:47,149,507,46.11,mobile_money,Masvingo,1
2025-11-04 03:19:29,124,501,85.93,mobile_money,Bulawayo,0
2025-11-03 05:45:11,139,506,242.08,bank_transfer,Mutare,1
2025-11-07 16:53:31,111,508,97.53,bank_transfer,Bulawayo,0
2025-11-05 10:20:05,122,508,219.18,card,Masvingo,0
2025-11-02 05:30:52,137,507,377.79,card,Gweru,0
2025-11-03 03:47:18,122,503,392.37,bank_transfer,Masvingo,0
2025-11-04 12:47:46,107,508,23.54,bank_transfer,Harare,0
2025-11-04 07:09:13,135,503,114.36,bank_transfer,Masvingo,0
2025-11-02 13:03:19,118,505,459.49,mobile_money,Masvingo,0
2025-11-04 19:16:19,113,505,375.56,card,Mutare,0
2025-11-06 15:31:32,103,506,463.49,bank_transfer,Harare,0
2025-11-06 04:35:34,127,507,443.35,card,Gweru,0
2025-11-02 10:11:59,138,506,252.73,card,Harare,0
2025-11-01 16:56:26,143,505,75.09,bank_transfer,Mutare,1
2025-11-06 18:36:44,107,501,469.16,card,Harare,0
2025-11-05 14:49:51,140,502,84.21,card,Harare,0
2025-11-01 12:08:49,123,510,217.27,mobile_money,Mutare,0
2025-11-02 13:02:34,150,510,162.68,card,Gweru,0
2025-11-04 03:56:02,119,502,338.96,card,Mutare,0
2025-11-04 01:05:23,109,501,408.96,card,Harare,0
2025-11-01 09:34:04,127,501,127.6,bank_transfer,Gweru,0
2025-11-07 01:36:03,139,504,4696.51,mobile_money,Masvingo,0
2025-11-02 10:32:06,142,503,17.92,card,Gweru,1
2025-11-05 11:52:34,136,504,312.7,mobile_money,Harare,0
2025-11-05 05:13:25,108,507,27.92,bank_transfer,Bulawayo,0
2025-11-02 22:34:00,117,509,3214.94,mobile_money,Gweru,1
2025-11-03 17:30:56,117,504,221.96,mobile_money,Mutare,0
2025-11-03 00:22:38,111,510,485.66,mobile_money,Harare,0
2025-11-04 13:12:14,136,502,383.41,mobile_money,Harare,0
2025-11-06 23:40:28,119,503,127.38,bank_transfer,Bulawayo,0
2025-11-02 16:41:38,116,510,341.51,bank_transfer,Bulawayo,0
2025-11-07 17:17:43,134,502,193.02,bank_transfer,Mutare,0
2025-11-04 06:59:10,124,507,373.47,card,Gweru,0
2025-11-05 11:38:57,115,504,166.47,card,Harare,0
2025-11-03 05:13:13,122,505,133.0,card,Mutare,0
2025-11-06 15:16:53,143,505,192.04,bank_transfer,Harare,1
2025-11-03 16:03:37,141,503,59.27,mobile_money,Masvingo,0
2025-11-02 03:42:45,103,506,310.83,bank_transfer,Masvingo,0
2025-11-01 17:53:07,122,510,450.3,mobile_money,Gweru,0
2025-11-06 13:50:41,120,509,284.17,bank_transfer,Bulawayo,0
2025-11-05 00:04:59,136,510,212.55,bank_transfer,Masvingo,1
2025-11-03 09:59:51,129,504,352.95,card,Bulawayo,0
2025-11-06 17:38:18,120,501,465.79,bank_transfer,Bulawayo,1
2025-11-05 05:01:49,136,502,455.96,card,Gweru,0
2025-11-01 08:16:45,127,505,399.55,card,Mutare,0
2025-11-07 08:31:56,123,503,449.67,bank_transfer,Bulawayo,0
2025-11-01 22:46:36,124,508,272.13,card,Masvingo,0
2025-11-04 06:00:10,129,504,156.89,mobile_money,Mutare,0
2025-11-06 08:59:06,129,509,87.08,card,Bulawayo,0
2025-11-03 09:30:13,114,506,249.41,card,Bulawayo,0
2025-11-04 14:51:00,102,506,494.56,bank_transfer,Mutare,1
2025-11-04 20:52:28,108,501,202.81,bank_transfer,Bulawayo,0
2025-11-03 12:19:40,123,505,308.61,card,Bulawayo,1
2025-11-04 23:17:13,116,504,36.91,bank_transfer,Harare,0
2025-11-05 19:51:35,146,504,415.72,card,Gweru,0
2025-11-07 15:14:32,126,505,370.34,mobile_money,Masvingo,0
2025-11-03 20:25:44,148,509,85.38,bank_transfer,Bulawayo,0
2025-11-04 19:42:12,132,509,308.81,bank_transfer,Gweru,1
2025-11-02 12:57:03,111,503,459.21,bank_transfer,Mutare,0
2025-11-07 13:21:47,147,508,379.6,card,Harare,1
2025-11-01 09:23:10,134,504,230.02,bank_transfer,Masvingo,0
2025-11-05 08:59:30,133,508,158.06,card,Bulawayo,0
2025-11-05 14:13:58,140,503,422.52,bank_transfer,Gweru,0
2025-11-07 05:30:03,126,510,262.28,mobile_money,Bulawayo,0
2025-11-04 01:14:18,142,510,118.11,mobile_money,Masvingo,0
2025-11-01 08:02:53,138,508,264.18,bank_transfer,Mutare,0
2025-11-02 04:51:56,113,502,57.66,card,Gweru,0
2025-11-07 17:23:41,128,502,4757.98,card,Masvingo,0
2025-11-04 08:45:57,116,510,321.39,bank_transfer,Gweru,0
2025-11-03 03:13:50,107,510,338.74,card,Mutare,0
2025-11-04 22:33:30,102,506,275.4,mobile_money,Harare,0
2025-11-05 08:56:44,116,506,435.97,bank_transfer,Gweru,1
2025-11-01 14:32:52,115,509,193.25,card,Bulawayo,0
2025-11-07 06:41:20,140,502,247.7,card,Mutare,1
2025-11-04 01:42:15,105,504,494.74,card,Bulawayo,0
2025-11-05 18:12:35,150,502,331.39,mobile_money,Mutare,0
2025-11-07 02:47:29,128,504,493.85,card,Mutare,1
2025-11-02 13:48:16,128,505,240.05,bank_transfer,Gweru,0
2025-11-05 00:35:10,130,510,102.36,card,Harare,0
2025-11-01 21:37:26,119,507,397.5,mobile_money,Harare,0
2025-11-04 17:32:08,116,502,25.34,card,Masvingo,0
2025-11-03 02:55:17,148,505,286.18,bank_transfer,Gweru,0
2025-11-06 09:53:49,111,507,62.25,mobile_money,Bulawayo,0
2025-11-03 04:54:31,125,501,262.61,mobile_money,Bulawayo,0
2025-11-04 11:03:36,140,504,351.79,bank_transfer,Bulawayo,0
2025-11-05 08:57:50,140,508,32.45,card,Bulawayo,0
2025-11-03 14:03:07,142,507,263.85,mobile_money,Harare,1
2025-11-07 11:14:22,112,505,186.64,bank_transfer,Harare,0
2025-11-01 17:10:45,114,501,91.39,card,Mutare,1
2025-11-07 16:04:08,112,508,161.01,card,Harare,0
2025-11-02 02:15:04,120,506,439.28,bank_transfer,Bulawayo,0
2025-11-01 14:03:51,120,508,366.16,card,Gweru,1
2025-11-03 04:40:42,128,507,35.62,card,Bulawayo,1
2025-11-05 18:08:27,114,505,58.11,bank_transfer,Bulawayo,1
2025-11-04 18:43:20,138,507,367.99,card,Masvingo,1
2025-11-07 17:20:47,101,501,94.12,card,Mutare,0
2025-11-06 17:56:35,133,508,7.6,mobile_money,Harare,0
2025-11-04 18:45:22,145,508,201.41,card,Harare,0
2025-11-07 00:07:15,118,507,458.88,bank_transfer,Bulawayo,0
2025-11-06 00:11:54,117,508,469.98,mobile_money,Gweru,1
2025-11-06 18:52:17,116,501,209.21,bank_transfer,Mutare,0
2025-11-06 09:59:58,122,507,34.16,bank_transfer,Gweru,0
2025-11-04 19:48:40,141,504,190.53,bank_transfer,Bulawayo,1
2025-11-06 00:23:07,101,504,53.2,bank_transfer,Harare,1
2025-11-01 17:42:33,145,501,431.04,card,Harare,0
2025-11-04 16:50:23,122,502,495.16,card,Bulawayo,1
2025-11-01 10:29:44,143,510,297.55,mobile_money,Gweru,0
2025-11-04 21:28:53,127,502,218.39,mobile_money,Mutare,0
2025-11-06 23:23:28,126,508,298.27,mobile_money,Harare,1
2025-11-05 03:56:40,120,507,30.21,bank_transfer,Gweru,0
2025-11-07 14:21:35,125,508,69.84,bank_transfer,Bulawayo,1
2025-11-01 22:01:14,146,506,435.87,mobile_money,Harare,1
2025-11-01 16:21:22,119,508,291.75,mobile_money,Harare,0
2025-11-05 07:20:43,123,507,495.47,mobile_money,Gweru,0
2025-11-05 08:40:51,147,505,380.35,bank_transfer,Bulawayo,0
2025-11-03 22:04:44,114,505,344.61,bank_transfer,Bulawayo,0
2025-11-02 13:01:34,114,510,123.18,mobile_money,Harare,0
2025-11-05 18:16:39,113,506,292.84,bank_transfer,Masvingo,0
2025-11-02 21:36:27,101,505,182.17,bank_transfer,Harare,0
2025-11-05 00:24:59,139,510,135.35,card,Bulawayo,0
2025-11-07 19:15:03,118,506,93.23,bank_transfer,Mutare,0
2025-11-03 11:49:18,136,509,135.75,mobile_money,Harare,0
2025-11-04 20:44:15,133,502,413.52,mobile_money,Bulawayo,0
2025-11-03 13:56:42,104,504,263.6,bank_transfer,Masvingo,1
2025-11-04 03:34:27,147,506,227.06,card,Mutare,0
2025-11-02 19:25:28,132,503,269.34,card,Harare,0
2025-11-01 21:42:33,142,506,287.24,mobile_money,Bulawayo,0
2025-11-03 06:22:16,117,503,21.75,mobile_money,Gweru,1
2025-11-03 22:05:10,103,505,54.46,mobile_money,Bulawayo,0
2025-11-05 17:43:08,119,504,103.51,bank_transfer,Harare,1
2025-11-01 08:28:19,104,506,79.72,mobile_money,Gweru,1
2025-11-05 03:26:36,106,506,238.91,mobile_money,Gweru,0
2025-11-06 08:47:18,148,507,176.39,card,Mutare,1
2025-11-04 13:51:17,113,507,46.53,mobile_money,Masvingo,1
2025-11-03 09:39:52,142,510,134.48,card,Mutare,1
2025-11-05 01:26:38,121,502,450.55,bank_transfer,Masvingo,0
2025-11-02 15:11:24,145,509,305.48,mobile_money,Bulawayo,0
2025-11-05 10:25:44,143,509,428.8,bank_transfer,Mutare,0
2025-11-05 20:52:48,101,504,134.49,mobile_money,Harare,1
2025-11-07 16:58:28,110,510,4954.93,bank_transfer,Gweru,0
2025-11-02 05:37:04,150,504,42.63,mobile_money,Bulawayo,0
2025-11-05 05:46:11,140,502,138.34,bank_transfer,Bulawayo,0
2025-11-03 12:58:12,113,507,27.89,card,Bulawayo,0
2025-11-07 13:32:36,128,502,259.18,card,Bulawayo,0
2025-11-05 07:56:14,122,510,456.88,bank_transfer,Masvingo,0
2025-11-05 10:14:35,137,510,54.17,bank_transfer,Gweru,0
2025-11-01 11:51:22,117,506,421.16,mobile_money,Mutare,0
2025-11-01 19:07:56,127,501,178.97,card,Harare,0
2025-11-01 14:36:35,111,501,275.65,card,Mutare,0
2025-11-04 19:05:05,146,504,397.28,bank_transfer,Masvingo,0
2025-11-02 07:15:10,111,509,79.27,mobile_money,Gweru,0
2025-11-07 19:00:12,116,510,92.84,card,Mutare,0
2025-11-06 08:52:53,124,506,484.1,card,Masvingo,0
2025-11-07 02:54:44,106,504,218.0,card,Bulawayo,1
2025-11-02 19:03:00,112,504,10.21,mobile_money,Harare,0
2025-11-03 06:48:19,146,502,411.36,bank_transfer,Mutare,0
2025-11-04 09:10:32,136,510,296.91,bank_transfer,Masvingo,0
2025-11-03 02:26:33,106,508,465.16,mobile_money,Harare,0
2025-11-04 14:08:22,146,504,23.0,mobile_money,Harare,0
